PRODUCT;AGE;AREA;RESIDENTIAL_PLACE;EDUCATION;MARITAL_STATUS;HOUSEHOLD_MEMBERS;NO_OF_DEPENDENTS;INCOME;WORK_SENIORITY;BUSINESS AGE;ECONOMIC_SECTOR;EMPLOYEE_NO;LENGTH_RELATIONSHIP_WITH_CLIENT;DEBIT_CARD;CURRENT_ACCOUNT;SAVING_ACCOUNT;SALARY_ACCOUNT;FOREIGN_ACCOUNT;FINALIZED_LOAN;DEPOSIT;PENSION_FUNDS;DEFAULT_FLAG
C;48;Urban area;Living with family;Vocational school;single;1;0;636.0;3;16;Construction;between 101-250;1;False;0;0;0;0;0;0;0;0
C;38;Rural area;Owner without mortgage;College;married;2;0;1385.4375;4;7;Manufacturing;between 501-1.000;1;False;0;0;0;0;0;0;0;0
E;31;Urban area;Owner without mortgage;Vocational school;married;2;0;737.0;4;23;Manufacturing;between 21-50;2;True;1;0;1;0;0;0;0;0
C;48;Rural area;Owner without mortgage;Vocational school;married;2;0;818.1362;2;19;Manufacturing;> 1.000;2;True;1;0;1;0;0;0;0;0
C;65;County capital;Owner without mortgage;Post secondary school;divorced;1;0;1176.0;5;16;Missing;Missing;4;True;1;0;0;0;1;0;0;0
F;39;Rural area;Living with family;University;divorced;2;1;1268.0;4;39;Education;between 21-50;1;True;1;0;0;0;0;0;0;0
F;32;County capital;Living with family;Highschool;married;2;0;2068.0;4;21;Professional, scientific and technical activities;between 51-100;2;False;0;0;0;0;0;0;0;0
C;63;Rural area;Owner without mortgage;Post secondary school;married;2;0;691.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;25;County capital;Living with family;Other;single;1;0;1067.32;4;17;Manufacturing;between 0-10;1;True;1;0;0;0;0;0;0;0
B;28;Rural area;Owner without mortgage;Post secondary school;married;3;1;980.53;1;5;Professional, scientific and technical activities;between 51-100;1;yes;1;0;1;0;0;0;0;1
E;51;Rural area;Owner without mortgage;Vocational school;married;3;0;2203.0;6;9;Manufacturing;between 251-500;12;True;1;0;1;0;0;0;0;0
E;28;Rural area;Living with family;University;single;1;0;3144.2475;6;10;Other;> 1.000;1;True;1;0;1;0;0;0;0;0
C;66;County capital;Living with family;Missing;married;2;0;2547.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
B;40;County capital;Owner without mortgage;University;married;3;1;2144.0;14;17;Transportation and storage;> 1.000;2;False;0;0;0;0;0;0;0;0
B;25;Rural area;Living with family;Highschool;single;1;0;1296.0;4;11;Manufacturing;between 101-250;1;False;0;0;0;0;0;0;0;0
F;35;County capital;Living with family;University;married;2;0;2071.66;12;22;Human health and social work activities;> 1.000;2;False;0;0;0;0;0;0;0;0
C;42;Urban area;Owner without mortgage;Highschool;married;2;0;2089.4975;15;25;Public administration and defence;between 251-500;14;False;0;0;0;0;1;0;0;0
C;60;Rural area;Owner without mortgage;Highschool;married;2;0;2025.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
B;33;County capital;Living with family;University;single;1;0;3291.5;9;10;Other;> 1.000;1;True;1;0;1;0;0;0;0;0
F;32;Rural area;Owner without mortgage;University;married;3;1;952.0;2;21;Manufacturing;between 101-250;11;False;0;0;0;0;0;0;0;0
F;45;County capital;Owner without mortgage;University;married;3;1;2687.0;22;16;Public administration and defence;between 251-500;2;False;0;0;0;0;0;0;0;0
C;36;Rural area;Living with family;University;single;1;0;931.2475;2;20;Manufacturing;between 501-1.000;1;False;0;0;0;0;0;0;0;1
C;67;County capital;Owner without mortgage;Highschool;married;2;0;1277.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
C;32;County capital;Owner with mortgage;Post-graduate;single;1;0;2315.12;9;23;Financial and insurance activities;> 1.000;1;False;1;0;0;0;0;0;0;0
C;60;Rural area;Owner without mortgage;Other;married;2;0;901.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
C;40;Urban area;Living with family;Highschool;single;1;0;1060.5;3;13;Other;> 1.000;13;True;1;0;0;0;1;0;0;0
E;28;Rural area;Living with family;Highschool;married;2;1;1393.5;2;13;Manufacturing;> 1.000;2;True;1;0;1;0;0;0;0;0
C;66;County capital;Owner without mortgage;Highschool;single;1;0;859.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;25;Urban area;Living with family;University;single;1;0;1596.5;2;7;Public administration and defence;> 1.000;5;False;0;0;0;0;0;0;0;0
F;41;County capital;Living with family;University;married;3;1;5515.745;8;8;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;0
C;28;County capital;Living with family;University;single;1;0;2719.95;2;2;Transportation and storage;between 501-1.000;2;False;0;0;0;0;0;0;0;1
C;34;Urban area;Living with family;University;single;1;0;2305.875;9;9;Water supply;between 51-100;11;False;0;0;0;0;0;0;0;0
F;43;County capital;Living with family;Highschool;single;1;0;3000.0;13;16;Wholesale and retail trade;between 11-20;2;False;0;0;0;0;0;0;0;0
E;41;County capital;Owner without mortgage;University;married;2;0;2486.0;6;19;Public administration and defence;between 51-100;1;True;1;0;1;0;0;0;0;0
B;26;Urban area;Living with family;College;single;1;0;1348.8025;3;9;Other;> 1.000;2;False;0;0;0;0;0;0;0;0
C;62;County capital;Owner without mortgage;Post secondary school;married;2;0;1308.0;5;16;Missing;Missing;7;True;1;0;0;0;0;0;0;0
B;36;Rural area;Living with family;Post-graduate;married;3;1;1563.0;6;22;Education;> 1.000;1;True;1;0;0;0;0;0;0;0
F;40;Urban area;Living with family;College;married;2;0;6702.5;4;16;Transportation and storage;between 101-250;2;False;0;0;0;0;0;0;0;0
B;59;Rural area;Owner without mortgage;Missing;married;2;1;889.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;34;Urban area;Owner without mortgage;Vocational school;married;2;0;1278.12;4;20;Manufacturing;between 11-20;10;False;0;0;0;0;1;0;0;0
F;33;Rural area;Living with family;Highschool;married;2;0;1718.892;4;25;Public administration and defence;between 251-500;2;False;0;0;0;0;0;0;0;0
F;26;County capital;Living with family;Highschool;single;1;0;3728.0;3;10;Information and communication;between 251-500;6;True;1;0;0;0;0;0;0;0
C;33;Urban area;Owner without mortgage;Post-graduate;married;3;1;1369.0;9;14;Manufacturing;between 101-250;9;False;1;0;0;0;0;0;0;0
F;29;County capital;Living with family;Missing;single;1;0;1737.75;8;11;Missing;> 1.000;8;False;0;0;0;0;1;0;0;0
F;44;County capital;Owner without mortgage;Highschool;married;3;1;1441.1575;7;16;Manufacturing;> 1.000;11;False;0;0;0;0;0;0;0;0
E;49;Urban area;Owner without mortgage;Highschool;married;2;0;678.0;20;61;Education;between 11-20;1;True;1;0;0;0;0;0;0;0
E;66;County capital;Owner without mortgage;Post secondary school;married;2;0;1558.0;5;16;Missing;Missing;2;True;1;0;0;0;0;0;0;0
E;40;Urban area;Owner without mortgage;University;married;3;1;2268.0;9;23;Public administration and defence;between 501-1.000;2;True;1;0;1;0;0;0;0;0
E;37;County capital;Living with family;University;single;1;0;4542.0;2;15;Information and communication;between 251-500;1;True;1;0;1;0;0;0;0;0
C;66;County capital;Living with family;Highschool;single;1;0;954.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;58;County capital;Owner without mortgage;Post secondary school;single;1;0;3313.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;1
C;44;Rural area;Owner without mortgage;Vocational school;married;3;1;1852.0;11;14;Manufacturing;> 1.000;10;False;0;0;0;0;1;0;0;0
C;36;Rural area;Owner without mortgage;Highschool;married;2;0;1197.0;18;25;Manufacturing;between 101-250;1;True;1;0;0;0;0;0;0;0
C;47;Rural area;Living with family;Other;married;2;0;908.0;9;20;Agriculture, hunting and forestry;between 21-50;1;False;0;0;0;0;0;0;0;0
F;32;County capital;Living with family;University;married;2;0;1129.0;5;12;Wholesale and retail trade;> 1.000;1;False;1;0;0;0;0;0;0;0
C;55;County capital;Living with family;Post secondary school;married;2;0;1481.17;11;22;Missing;between 11-20;1;False;0;0;0;0;0;0;0;1
C;33;County capital;Living with family;Other;single;1;0;999.0;4;16;Other;between 501-1.000;1;False;0;0;0;0;0;0;0;0
B;54;County capital;Owner without mortgage;Highschool;married;2;0;1016.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;47;County capital;Living with family;University;married;2;0;1612.5;7;61;Public administration and defence;between 251-500;2;True;1;0;1;0;0;0;0;0
E;66;County capital;Owner with mortgage;University;single;1;0;1433.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;63;County capital;Owner without mortgage;Missing;married;2;0;897.0;5;16;Missing;Missing;12;False;0;0;0;0;0;0;0;0
C;24;Rural area;Living with family;Highschool;single;1;0;1350.5;3;24;Manufacturing;between 101-250;1;False;0;0;0;0;0;0;0;0
B;62;Urban area;Owner without mortgage;Highschool;single;1;0;1121.0;5;16;Missing;Missing;12;True;1;0;0;0;1;0;0;0
E;47;County capital;Owner without mortgage;University;married;2;0;2213.995;23;26;Public administration and defence;between 251-500;10;True;1;0;1;0;0;0;0;0
C;66;Rural area;Owner without mortgage;Highschool;divorced;1;0;930.0;5;16;Missing;Missing;11;True;1;0;0;0;1;0;0;0
B;53;Rural area;Owner without mortgage; Vocational school;married;2;0;1131.0;7;14;Missing;> 1.000;2;False;0;0;0;0;0;0;0;0
B;42;County capital;Living with family;University;single;1;0;1010.745;2;5;Other;between 251-500;2;False;0;0;0;0;0;0;0;0
B;61;County capital;Living with family;Missing;widow;1;0;798.0;5;16;Missing;Missing;9;False;0;0;0;0;0;0;0;1
C;27;County capital;Living with family;Highschool;single;1;0;1469.25;4;13;Other;between 501-1.000;1;True;1;0;1;0;0;0;0;0
E;56;County capital;Owner without mortgage;Vocational school;married;2;0;975.0;16;24;Water supply;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;50;County capital;Owner without mortgage;University;married;2;0;2143.0;11;11;Public administration and defence;between 101-250;15;True;1;0;0;0;0;0;0;0
C;44;Rural area;Other;College;single;1;0;1604.0;25;27;Transportation and storage;> 1.000;1;False;0;0;0;0;0;0;0;0
C;36;Rural area;Living with family;Vocational school;single;1;0;1096.0;5;14;Manufacturing;between 101-250;11;False;0;0;0;0;0;0;0;0
C;60;County capital;Owner without mortgage;University;divorced;1;0;1500.0;12;21;Wholesale and retail trade;between 0-10;12;False;0;0;0;0;0;0;0;0
C;37;County capital;Owner without mortgage;University;divorced;1;0;1768.0;4;6;Wholesale and retail trade;between 251-500;13;False;0;0;0;0;0;0;0;0
C;53;Urban area;Owner without mortgage;Post secondary school;married;2;0;3008.7325;5;5;Mining and quarrying;between 501-1.000;1;True;1;0;0;0;0;0;0;0
B;61;County capital;Owner without mortgage;University;divorced;1;0;1400.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
E;64;Rural area;Owner without mortgage;Other;married;2;0;694.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
B;50;Rural area;Owner without mortgage;University;married;2;0;1000.0;9;9;Wholesale and retail trade;between 11-20;2;False;0;0;0;0;0;0;0;0
C;26;Rural area;Living with family;Other;married;2;0;1176.8675;7;14;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
B;27;Urban area;Owner without mortgage;Post secondary school;single;1;0;5587.83;2;3;Transportation and storage;between 21-50;1;True;1;0;0;0;0;0;0;0
F;28;Urban area;Owner without mortgage;University;single;1;0;2500.0;2;2;Construction;between 0-10;1;False;1;0;0;0;0;0;0;0
B;47;County capital;Owner without mortgage;Highschool;married;2;0;1056.35;5;5;Missing;between 501-1.000;11;False;0;0;0;0;1;0;0;0
F;49;Rural area;Owner without mortgage;University;married;2;0;1424.0;4;9;Construction;between 0-10;6;True;1;0;0;0;0;0;0;0
F;30;County capital;Owner with mortgage;University;single;1;0;6831.0;6;20;Professional, scientific and technical activities;between 251-500;11;True;1;0;0;0;0;0;0;0
C;38;Rural area;Owner without mortgage;Post secondary school;married;2;0;2968.33;1;1;Other;> 1.000;10;True;1;0;1;0;1;0;0;0
B;55;County capital;Owner without mortgage;Highschool;married;2;0;1549.75;14;19;Manufacturing;> 1.000;13;True;1;0;0;0;0;0;0;0
C;62;Rural area;Owner without mortgage;Vocational school;single;1;0;924.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;62;County capital;Owner without mortgage;Highschool;single;1;0;855.0;5;16;Missing;Missing;2;True;1;0;1;0;0;0;0;0
C;50;County capital;Living with family;University;married;2;0;1873.75;3;14;Transportation and storage;between 51-100;1;False;1;0;0;0;1;0;0;0
C;68;Urban area;Owner without mortgage;Vocational school;married;2;0;1170.0;5;16;Missing;Missing;11;False;0;0;0;0;1;0;0;0
E;56;Urban area;Owner without mortgage;Post secondary school;married;2;0;1095.0;7;12;Transportation and storage;between 501-1.000;12;True;1;0;1;0;0;0;0;0
F;34;County capital;Rental;University;single;1;0;2288.0;6;21;Public administration and defence;between 501-1.000;9;False;0;0;0;0;0;0;0;0
C;25;Rural area;Living with family;Post secondary school;single;1;0;1364.0;3;46;Electricity and gas;> 1.000;1;True;1;0;0;0;0;0;0;0
F;36;Urban area;Living with family;University;married;3;1;1253.33;2;2;Wholesale and retail trade;between 501-1.000;12;False;0;0;0;0;0;0;0;0
B;43;Urban area;Living with family;University;single;1;0;1283.0;2;8;Manufacturing;between 501-1.000;11;True;1;0;0;0;0;0;0;0
C;42;County capital;Living with family;University;married;2;0;2035.0;9;10;Wholesale and retail trade;> 1.000;2;False;0;0;0;0;0;0;0;0
F;44;County capital;Living with family;College;single;1;0;3062.0;22;22;Human health and social work activities;between 251-500;1;True;1;0;0;0;0;0;0;0
C;55;County capital;Owner without mortgage;University;divorced;1;0;3118.67;11;16;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
E;41;Rural area;Owner without mortgage;University;married;4;2;1904.0;7;10;Professional, scientific and technical activities;between 51-100;12;True;1;0;1;0;1;0;0;0
E;47;Rural area;Owner without mortgage;Vocational school;married;2;0;636.0;2;2;Other;between 501-1.000;15;True;1;0;1;0;0;0;0;0
C;48;Rural area;Owner without mortgage;Highschool;married;2;0;1401.5;2;15;Electricity and gas;between 101-250;1;False;1;0;0;0;0;0;0;0
B;51;Rural area;Owner without mortgage;University;married;2;0;1503.0;3;11;Public administration and defence;between 101-250;2;True;1;0;0;0;0;0;0;0
C;69;Rural area;Owner without mortgage;Highschool;married;2;0;756.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;65;County capital;Owner without mortgage;Highschool;widow;1;0;1294.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;55;County capital;Owner without mortgage;Highschool;widow;1;0;1000.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;35;County capital;Owner without mortgage;University;married;2;0;2196.0;5;11;Information and communication;between 0-10;8;False;0;0;0;0;0;0;0;0
F;27;County capital;Living with family;University;single;1;0;3000.0;4;21;Information and communication;between 11-20;1;False;0;0;0;0;0;0;0;0
C;47;County capital;Owner without mortgage;University;married;2;0;1607.0;19;23;Manufacturing;between 21-50;1;True;1;0;0;0;0;0;0;0
C;39;County capital;Living with family;University;married;2;0;2155.0;3;12;Information and communication;between 21-50;12;False;0;0;0;0;0;0;0;0
E;54;County capital;Owner without mortgage;Vocational school;widow;1;0;801.2075;1;18;Wholesale and retail trade;> 1.000;1;True;1;0;1;0;0;0;0;0
C;62;Rural area;Owner without mortgage;Highschool;widow;1;0;797.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
B;32;County capital;Owner without mortgage;University;single;1;0;670.0;6;11;Manufacturing;between 51-100;1;True;1;0;1;0;0;0;0;0
E;65;County capital;Owner without mortgage;Highschool;widow;1;0;1294.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
F;27;County capital;Living with family;University;married;2;0;1578.5;3;8;Wholesale and retail trade;between 251-500;2;False;0;0;0;0;0;0;0;0
B;58;County capital;Owner without mortgage;Post secondary school;single;1;0;1066.0;5;16;Missing;Missing;8;True;1;0;0;0;0;0;0;0
C;41;Urban area;Owner without mortgage;Highschool;married;2;0;3394.365;4;8;Transportation and storage;between 251-500;12;False;1;0;0;0;1;0;0;0
C;61;Rural area;Owner without mortgage;Vocational school;married;2;0;766.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
C;25;County capital;Owner without mortgage;University;single;1;0;868.0;2;3;Accommodation and food service activities;between 11-20;1;False;0;0;0;0;0;0;0;0
B;36;Urban area;Owner without mortgage;University;married;3;1;1408.25;5;15;Wholesale and retail trade;between 251-500;10;False;0;0;0;0;1;0;0;0
F;27;County capital;Living with family;College;single;1;0;2020.5;6;25;Public administration and defence;between 101-250;2;False;0;0;0;0;0;0;0;0
F;30;Urban area;Living with family;University;single;1;0;2435.975;7;19;Information and communication;> 1.000;10;False;0;0;0;0;0;0;0;0
C;29;County capital;Owner without mortgage;University;single;1;0;1522.0;1;11;Public administration and defence;between 101-250;1;True;1;0;1;0;0;0;0;0
B;31;County capital;Living with family;University;single;1;0;3724.25;3;20;Other;between 501-1.000;9;False;0;0;0;0;0;0;0;1
C;52;Urban area;Owner without mortgage;University;married;2;0;820.0;8;26;Public administration and defence;between 21-50;1;False;0;0;0;0;0;0;0;0
F;29;Rural area;Living with family;University;single;1;0;2687.75;2;9;Other;> 1.000;9;False;0;0;0;0;0;0;0;0
E;65;County capital;Owner without mortgage;Highschool;widow;1;0;704.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;40;County capital;Living with family;Highschool;married;3;1;1192.0;17;17;Transportation and storage;> 1.000;12;False;0;0;0;0;0;0;0;0
C;58;Urban area;Owner without mortgage;Post secondary school;widow;1;0;1067.0;5;16;Missing;Missing;11;True;1;0;0;0;0;0;0;0
C;53;Rural area;Owner without mortgage;Vocational school;married;2;0;1327.0;4;24;Wholesale and retail trade;between 21-50;1;True;1;0;1;0;0;0;0;0
C;31;Urban area;Owner without mortgage;University;married;2;0;1887.0;10;47;Missing;between 251-500;8;True;1;0;0;0;1;0;0;0
B;43;County capital;Owner without mortgage;University;married;2;0;1787.9975;25;81;Human health and social work activities;> 1.000;2;False;0;0;0;0;0;0;0;0
C;33;County capital;Living with family;University;single;1;0;2514.5;13;25;Public administration and defence;between 101-250;12;False;0;0;0;0;1;0;0;1
F;26;Urban area;Living with family;College;married;2;0;1170.0;3;8;Construction;between 0-10;1;False;1;0;0;0;0;0;0;0
E;65;Urban area;Owner without mortgage;Highschool;married;2;0;1031.0;5;16;Missing;Missing;2;True;1;0;1;0;0;0;0;0
B;49;County capital;Living with family;University;divorced;1;0;2974.0;19;26;Missing;between 251-500;11;False;1;0;0;0;0;0;0;0
C;26;Rural area;Living with family;Vocational school;single;1;0;801.66;6;10;Water supply;between 251-500;1;False;0;0;0;0;0;0;0;0
C;27;Urban area;Living with family;Other;married;3;1;1406.8;2;17;Manufacturing;> 1.000;1;True;1;0;1;0;0;0;0;1
F;38;County capital;Living with family;Highschool;single;1;0;1576.25;9;17;Construction;between 11-20;8;False;0;0;0;0;0;0;0;0
B;56;County capital;Owner without mortgage;Vocational school;married;2;0;874.0;5;16;Missing;Missing;9;True;1;0;0;0;0;0;0;0
C;59;County capital;Owner without mortgage;College;single;1;0;1760.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;32;County capital;Living with family;University;married;4;2;727.2;4;5;Public administration and defence;between 21-50;6;True;1;0;0;0;0;0;0;0
C;61;County capital;Owner without mortgage;Highschool;divorced;1;0;751.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
F;33;County capital;Living with family;Post-graduate;single;1;0;1886.0;2;42;Human health and social work activities;> 1.000;1;False;0;0;0;0;0;0;0;0
B;26;Rural area;Living with family;Highschool;single;1;0;2563.7475;2;8;Wholesale and retail trade;> 1.000;2;False;0;0;0;0;0;0;0;0
C;29;County capital;Living with family;University;single;1;0;825.75;7;24;Wholesale and retail trade;between 21-50;3;False;1;0;0;0;1;0;0;0
F;50;County capital;Owner with mortgage;Post-graduate;married;2;0;3551.0;2;11;Electricity and gas;between 251-500;14;False;0;0;0;0;0;0;0;0
F;46;Urban area;Owner without mortgage;Highschool;married;3;1;1371.9975;2;25;Manufacturing;> 1.000;1;True;1;0;1;0;0;0;0;0
E;65;County capital;Owner without mortgage;Missing;married;2;0;1063.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;27;County capital;Living with family;University;married;2;0;1385.0;3;12;Manufacturing;between 251-500;1;True;1;0;0;0;0;0;0;0
F;27;County capital;Living with family;University;married;3;1;889.2;7;10;Wholesale and retail trade;between 0-10;2;False;0;0;0;0;0;0;0;0
F;50;Urban area;Owner with mortgage;University;married;2;0;3098.0;9;9;Professional, scientific and technical activities;between 0-10;12;False;0;0;0;0;0;0;0;0
E;55;Rural area;Owner without mortgage;Highschool;single;1;0;967.0;5;16;Missing;Missing;12;False;1;0;0;0;0;0;0;0
F;29;County capital;Living with family;University;single;1;0;2847.2;3;6;Information and communication;between 0-10;2;False;0;0;0;0;0;0;0;0
C;50;Urban area;Owner without mortgage;Other;married;2;0;928.0;2;4;Manufacturing;between 21-50;1;False;0;0;0;0;0;0;0;0
C;49;Urban area;Owner without mortgage;Highschool;married;3;1;1022.6;11;16;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
C;27;County capital;Owner without mortgage;Highschool;married;2;0;1510.46;2;17;Construction;between 501-1.000;2;True;1;0;1;0;0;0;0;0
E;66;Urban area;Owner without mortgage;Missing;widow;1;0;683.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;27;County capital;Living with family;University;single;1;0;900.23;1;14;Other;between 101-250;1;False;1;0;0;0;0;0;0;0
F;34;County capital;Owner without mortgage;Post-graduate;married;3;1;8505.0;3;22;Wholesale and retail trade;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;38;Rural area;Owner without mortgage;College;divorced;1;2;644.0;6;21;Wholesale and retail trade;between 11-20;2;False;0;0;0;0;0;0;0;0
B;62;Rural area;Owner without mortgage;Missing;married;2;0;885.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
B;19;Urban area;Living with family;Other;single;1;0;956.9975;2;2;Manufacturing;between 501-1.000;1;True;1;0;0;0;0;0;0;1
C;66;Rural area;Owner without mortgage;Middle school;married;2;1;821.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
B;33;Urban area;Owner without mortgage;University;married;2;0;910.0;7;25;Other;between 0-10;2;False;0;0;0;0;0;0;0;0
B;39;County capital;Owner without mortgage;University;single;1;1;3099.0;3;4;Missing;between 21-50;9;False;0;0;0;0;0;0;0;0
F;42;Rural area;Living with family;Vocational school;married;3;1;1806.0;3;3;Mining and quarrying;between 501-1.000;13;False;0;0;0;0;1;0;0;0
C;36;Rural area;Living with family;Post secondary school;married;2;0;1217.7225;2;17;Manufacturing;between 251-500;12;False;0;0;0;0;1;0;0;0
F;38;County capital;Owner without mortgage;University;divorced;1;0;2746.0;3;20;Human health and social work activities;between 251-500;9;False;0;0;0;0;1;0;0;0
E;42;County capital;Owner without mortgage;Post-graduate;divorced;1;0;2648.0;17;17;Human health and social work activities;between 51-100;16;True;1;0;1;0;0;0;0;0
C;20;Urban area;Living with family;Other;single;1;0;1040.04;2;16;Manufacturing;between 251-500;1;False;0;0;0;0;0;0;0;1
E;63;Urban area;Owner without mortgage;Other;married;2;0;764.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;48;County capital;Owner with mortgage;University;married;2;0;5396.23;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
C;55;Urban area;Owner without mortgage;Vocational school;married;2;0;2462.0;5;11;Manufacturing;between 101-250;13;True;1;0;0;0;1;0;0;0
B;25;County capital;Living with family;University;single;1;0;812.0;5;9;Wholesale and retail trade;between 21-50;2;False;0;0;0;0;0;0;0;0
B;28;Urban area;Living with family;University;single;1;0;3092.66;4;10;Other;> 1.000;7;False;0;0;0;0;0;0;0;0
C;29;County capital;Living with family;Vocational school;married;2;0;1028.46;5;23;Manufacturing;between 21-50;1;False;1;0;0;0;0;0;0;0
C;55;County capital;Owner without mortgage;University;married;2;0;2135.0;5;16;Missing;Missing;6;True;1;0;0;0;1;0;0;0
C;43;Rural area;Owner without mortgage;Other;married;2;0;713.0;2;24;Construction;between 101-250;1;False;0;0;0;0;0;0;0;1
C;56;County capital;Owner without mortgage;Highschool;married;2;0;1762.25;24;37;Transportation and storage;between 101-250;11;False;0;0;0;0;0;0;0;0
C;45;Rural area;Owner without mortgage;Other;married;2;0;1404.75;11;14;Manufacturing;> 1.000;11;False;0;0;0;0;1;0;0;0
B;26;Rural area;Other;Post secondary school;single;1;0;1285.5;3;10;Manufacturing;> 1.000;5;False;0;0;0;0;0;0;0;1
E;54;County capital;Owner without mortgage;Other;married;2;0;1485.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
E;42;Urban area;Owner with mortgage;University;married;3;1;4314.0;11;21;Human health and social work activities;between 101-250;10;True;1;0;0;0;1;0;0;0
C;32;Rural area;Living with family;Post secondary school;single;1;0;4876.665;7;8;Construction;between 21-50;8;False;1;0;0;0;0;0;0;0
F;36;County capital;Living with family;University;married;3;1;2318.596;3;15;Agriculture, hunting and forestry;> 1.000;1;False;0;0;0;0;0;0;0;0
F;32;County capital;Living with family;University;married;2;0;2281.0;9;17;Manufacturing;> 1.000;5;False;0;0;0;0;0;0;0;0
B;59;Rural area;Owner without mortgage;Vocational school;married;2;0;1378.0;17;17;Transportation and storage;> 1.000;6;False;0;0;0;0;1;0;0;0
C;44;County capital;Owner without mortgage;University;single;1;0;1067.0;7;10;Other;> 1.000;11;False;0;0;0;0;1;0;0;0
F;35;County capital;Living with family;University;single;1;0;3155.0;3;6;Professional, scientific and technical activities;between 11-20;7;False;0;0;0;0;0;0;0;0
E;66;Rural area;Owner without mortgage;Missing;married;2;0;642.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;60;County capital;Owner without mortgage;University;single;1;0;1151.0;6;21;Wholesale and retail trade;between 21-50;1;False;0;0;0;0;0;0;0;1
C;36;County capital;Living with family;University;single;1;0;2288.85;2;11;Professional, scientific and technical activities;between 251-500;1;False;0;0;0;0;0;0;0;0
C;35;Urban area;Owner without mortgage;University;single;1;0;2158.25;13;14;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
B;34;County capital;Living with family;Post-graduate;married;3;1;1405.426;3;23;Wholesale and retail trade;between 51-100;8;False;0;0;0;0;0;0;0;0
C;29;County capital;Living with family;Post-graduate;single;1;0;1159.25;4;4;Education;between 21-50;1;False;0;0;0;0;0;0;0;0
F;34;Urban area;Owner without mortgage;University;single;1;0;4224.0;8;23;Wholesale and retail trade;between 51-100;2;False;0;0;0;0;0;0;0;0
E;55;County capital;Owner without mortgage;Other;married;2;0;1318.15;10;17;Manufacturing;> 1.000;13;True;1;0;0;0;1;0;0;0
B;62;Rural area;Owner without mortgage;Vocational school;married;2;0;1128.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;64;Rural area;Owner without mortgage;Vocational school;married;2;0;871.0;5;16;Missing;Missing;9;False;0;0;0;0;1;0;0;0
C;61;County capital;Owner without mortgage;Highschool;married;2;0;1859.345;10;15;Manufacturing;between 251-500;5;False;0;0;0;0;1;0;0;0
B;58;County capital;Owner without mortgage;Vocational school;widow;1;0;1139.0;5;16;Missing;Missing;14;False;0;0;0;0;0;0;0;0
F;30;County capital;Living with family;Post-graduate;married;3;1;725.8;1;40;Education;between 21-50;7;True;1;0;1;0;0;0;0;0
E;47;Urban area;Owner without mortgage;Other;married;2;0;636.0;8;19;Manufacturing;between 0-10;1;True;1;0;0;0;0;0;0;0
