season,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,class
a,9.08,s,s,r,f,x,,n,5.87,18.24,,,p,,,f,f,,d,e
a,4.52,x,i,e,f,,,e,5.65,6.95,,,e,,,f,f,n,d,p
u,3.75,f,y,p,f,e,c,w,4.62,3.4,,k,w,,,t,e,,d,p
u,3.21,f,t,n,f,x,c,p,5.22,3.83,,i,n,,,f,f,,m,p
u,5.0,s,d,o,f,d,c,y,3.19,6.44,,,y,,,f,f,,d,p
u,3.21,b,,n,f,a,,n,9.73,2.64,,,n,,w,f,f,k,g,p
a,5.35,f,y,e,f,s,c,y,6.57,15.75,,y,e,,,f,f,,d,p
u,8.46,x,g,n,f,e,,w,8.14,14.63,,y,w,u,w,t,p,,d,p
u,5.7,f,w,y,f,f,f,f,6.62,13.93,,,y,,,f,f,,d,e
u,1.23,f,w,g,f,,d,k,4.65,2.36,,,w,,,f,f,,d,e
u,9.78,x,t,n,f,p,d,y,5.86,12.36,,s,n,,,f,f,,d,e
u,7.47,f,,r,f,x,c,n,6.08,12.13,,,w,,,f,f,,d,p
a,7.26,x,d,e,t,d,c,w,9.19,11.29,,,n,,,f,f,,d,p
a,22.19,s,s,n,f,d,c,y,6.53,41.23,,k,k,,,f,f,,d,p
a,1.12,c,g,n,t,a,,w,5.57,1.07,,,n,,,f,f,,d,e
w,11.49,x,y,e,f,,,w,6.29,24.74,b,,n,,w,t,e,,d,e
u,7.78,x,,n,t,,,w,9.21,16.56,b,,w,u,w,t,g,,d,e
u,3.21,x,d,e,f,a,c,e,3.58,5.73,,,o,,,f,f,,g,e
a,14.14,f,,b,f,d,c,y,2.7,15.9,,,w,,,f,f,,d,e
u,7.88,f,,r,f,x,c,y,7.03,11.48,,,w,,,f,f,,d,p
w,6.17,x,s,n,f,s,,g,4.6,6.69,,y,n,,,f,f,,d,p
a,6.65,s,d,n,t,d,c,n,7.42,8.94,,,n,,,f,f,,d,p
u,11.1,x,,g,f,e,,w,10.84,12.91,,,w,u,w,t,g,,d,p
u,6.72,f,d,e,t,d,c,w,5.45,8.86,,,e,,,f,f,,d,p
u,1.79,f,i,l,f,a,,w,3.14,2.47,,,w,,,f,f,p,g,p
u,6.23,x,i,y,f,a,c,n,7.63,6.68,,i,n,,k,t,z,k,d,p
u,5.74,b,t,w,f,e,c,w,10.49,10.97,,y,w,u,w,t,e,,d,p
u,15.04,p,y,w,f,,,w,26.58,18.58,s,,n,,,t,m,,d,e
a,5.39,s,d,o,f,d,c,y,4.04,6.96,,,y,,,f,f,,d,p
a,3.23,s,,n,f,f,f,f,5.96,6.92,,,o,,,f,f,,d,e
u,1.27,x,g,y,f,d,d,n,2.2,2.35,,s,n,,,f,f,,d,p
u,5.06,c,i,y,f,,c,r,6.42,7.69,,,w,,,f,f,,d,p
a,19.64,s,s,k,f,a,d,y,7.97,28.53,,,w,,,f,f,w,d,e
u,4.78,x,,n,f,x,c,w,8.07,9.78,b,,n,,w,t,,,d,e
u,2.9,x,d,p,f,a,c,e,4.15,6.08,,,o,,,f,f,,g,e
a,5.58,c,e,y,t,x,c,p,6.28,11.89,,,w,,,f,f,,g,p
a,0.63,x,g,e,f,a,,n,3.45,0.86,,h,k,,,f,f,,d,p
a,6.91,f,s,n,f,s,c,w,5.82,10.53,b,i,n,,,f,f,,g,e
a,3.54,s,,y,f,f,f,f,6.69,8.63,,,o,,,f,f,,d,e
u,3.09,b,h,l,f,s,c,u,5.77,7.62,,y,n,,,t,e,k,d,p
u,1.91,p,t,n,f,a,c,n,6.77,2.46,,t,y,,,t,e,,m,p
u,9.54,f,,r,f,x,c,y,6.92,13.06,,,w,,,f,f,,d,p
a,11.04,x,e,y,f,x,c,w,8.95,21.13,,,w,,,f,f,,d,e
a,4.93,f,w,y,f,f,f,f,5.48,14.69,,,y,,,f,f,,d,e
a,11.77,f,,g,f,e,,w,10.91,14.76,,,w,u,w,t,g,,d,p
s,8.96,x,s,n,f,e,c,p,7.71,9.95,,i,n,,,f,f,p,d,e
w,6.2,x,h,n,f,x,c,w,5.92,6.37,,y,n,,,t,r,,d,e
a,5.89,p,s,g,f,,,k,11.22,13.95,,s,w,,,t,z,,g,p
a,4.91,x,i,n,f,a,c,k,6.68,6.71,,i,n,,k,t,z,k,d,p
u,3.55,x,y,y,f,a,,w,6.16,3.83,,y,n,,,t,r,,g,p
a,3.01,f,y,w,f,e,c,n,4.73,3.56,,k,w,,,t,e,,d,p
a,8.0,x,s,n,t,e,,n,6.37,16.63,s,,w,,,t,l,,m,e
a,5.43,x,y,n,f,e,c,p,3.58,11.21,,,w,,,t,l,,w,e
u,8.93,p,s,w,f,e,c,p,17.97,12.13,,s,w,,,t,e,,g,e
u,3.95,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
a,6.45,x,,w,f,e,,w,5.7,11.73,b,,w,u,y,t,g,,d,e
a,2.18,x,i,l,f,a,,w,3.32,2.53,,,w,,,f,f,p,g,p
u,2.0,c,t,y,f,,,y,6.73,2.75,,,y,,,f,f,,g,p
w,4.42,f,t,n,f,d,,o,6.37,8.02,,t,w,,,f,f,,d,e
a,10.36,x,y,n,t,e,,p,9.45,18.77,,y,w,,,t,p,,d,e
u,8.9,x,s,u,f,a,c,w,4.4,14.29,,,w,,,f,f,,d,e
u,7.78,s,d,n,t,d,c,y,6.31,9.6,,,n,,,f,f,,d,p
w,6.32,f,,n,f,d,c,y,5.5,10.11,b,,n,,,f,f,,l,p
u,2.57,x,s,w,f,d,c,w,4.14,10.24,,,w,,,f,f,,g,p
w,1.45,x,k,n,f,,,n,3.94,1.44,,,n,,,f,f,,d,p
a,4.51,f,l,e,f,x,d,e,5.71,4.86,,,n,,,f,f,,d,p
u,6.41,s,h,n,t,d,,g,4.13,11.95,,t,n,,,f,f,,d,p
u,5.21,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
a,10.12,x,,n,t,,,w,9.83,16.28,b,,w,u,w,t,g,,d,e
u,6.62,x,t,e,f,x,,w,9.13,6.8,r,g,n,,,f,f,,d,p
u,5.58,x,s,g,t,s,d,w,6.23,15.95,r,y,n,,,f,f,,d,p
u,1.23,s,s,y,f,f,f,f,3.57,6.22,,,y,,,f,f,,d,p
a,5.75,s,,n,f,d,c,w,4.24,7.39,,s,w,,,f,f,,h,e
a,1.42,b,h,n,f,a,,n,3.91,1.3,,t,n,,,f,f,,g,p
a,8.27,f,,e,f,x,c,w,7.9,18.45,,s,w,,,f,f,,d,e
a,6.43,c,t,n,f,e,,w,12.12,12.62,,s,n,u,w,f,f,,d,e
a,7.93,x,t,y,f,p,,y,6.69,14.82,,,y,,y,t,,,d,e
a,3.56,f,,n,f,x,c,p,8.57,4.04,,,n,,,f,f,,l,p
u,1.66,x,g,n,f,d,,w,6.25,2.12,,t,y,,,f,f,,d,e
a,8.17,f,t,e,f,x,,w,16.89,8.0,r,g,n,,,f,f,,d,p
u,7.93,x,y,n,f,a,c,y,11.14,9.81,,y,n,,,t,,,d,p
u,5.36,f,,y,f,a,c,w,5.06,12.41,,,g,,,f,f,,d,e
a,3.19,b,g,w,f,x,d,w,4.95,3.1,,,y,,,f,f,,g,e
u,5.41,x,s,w,f,e,c,n,4.92,11.47,,,w,,w,t,e,,m,e
a,1.69,f,t,n,f,,,n,7.84,2.61,,,y,,,f,f,,g,p
a,6.72,x,i,n,f,a,c,n,7.13,7.19,,i,n,,k,t,z,k,g,p
w,4.04,x,t,n,f,d,,o,6.33,6.89,,t,w,,,f,f,,d,e
u,10.63,p,w,n,f,p,,w,16.12,60.53,,,n,,,f,f,,d,e
a,4.52,x,t,y,f,a,c,y,6.09,7.4,,g,o,,,f,f,,g,p
a,5.74,b,s,o,f,e,,g,6.22,6.3,,,y,,,f,f,,m,p
w,7.08,x,,y,f,a,c,w,5.45,13.93,,,g,,,f,f,,d,e
u,3.55,b,,g,f,a,,n,9.94,2.46,,,n,,w,f,f,k,g,p
a,9.53,x,i,n,f,a,,n,9.78,13.91,s,,n,,e,f,f,,h,p
a,5.95,x,w,n,f,x,,w,11.58,6.5,r,g,n,,,f,f,,d,p
s,5.74,c,,g,f,f,f,f,5.38,21.13,,,n,,,f,f,,l,e
u,5.59,c,e,w,t,x,c,r,8.64,13.12,,,w,,,f,f,,g,p
u,8.81,s,t,p,t,d,c,p,7.92,14.52,,,p,,,t,f,,d,p
a,10.45,f,e,b,f,,c,b,5.4,21.56,,,w,,,t,f,,d,e
a,6.58,x,y,w,t,,,g,7.89,12.91,s,,w,,,t,l,,g,p
a,0.84,b,t,n,f,,c,g,3.46,2.43,,,n,,,t,f,,m,p
a,2.5,p,t,n,f,a,c,n,8.13,2.77,,t,y,,,t,e,,m,p
a,2.78,o,,g,f,f,f,f,2.97,13.76,,g,n,,,f,f,,d,p
u,6.42,f,h,k,f,s,d,g,4.92,10.21,,s,g,,,f,f,,d,e
a,8.29,f,,n,t,,,w,10.41,16.25,b,,w,u,w,t,g,,d,e
a,2.82,x,,y,f,a,c,o,2.87,7.89,,,w,,,f,f,,d,e
a,4.69,x,t,n,f,p,,n,5.48,12.89,,,e,,,f,f,,d,e
a,2.57,f,y,o,f,d,,y,2.92,5.33,,,y,,,f,f,,m,p
u,2.4,s,s,w,f,d,c,w,2.6,6.1,,,w,,,f,f,,g,p
a,3.96,b,g,w,f,x,d,w,4.43,3.42,,,y,,,f,f,,g,e
u,3.74,f,t,n,f,x,c,p,5.18,4.14,,i,n,,,f,f,,m,p
a,9.34,f,e,b,f,,c,b,4.92,19.44,,,w,,,t,f,,d,e
s,0.61,x,g,n,f,a,,n,3.72,0.95,,s,k,,,f,f,,d,p
a,14.51,s,s,n,f,d,c,y,6.94,38.08,,k,n,,,f,f,,d,p
a,9.0,x,e,n,f,a,,n,12.45,17.54,s,,n,,e,f,f,,d,p
w,2.58,x,,b,f,,d,w,6.74,5.11,,,w,,,f,f,,d,e
u,5.09,s,,u,f,a,,w,4.79,7.96,,,w,,,f,f,,d,p
a,6.55,x,,g,f,d,c,w,6.24,10.82,b,,n,,,f,f,,l,p
a,3.68,x,i,e,f,,,e,4.46,6.18,,,e,,,f,f,n,d,p
u,3.86,x,,p,f,x,,w,4.9,6.94,,,w,,,f,f,,d,p
u,6.16,s,d,y,f,d,c,o,3.77,6.12,,,o,,,f,f,,h,p
a,6.22,x,h,y,t,x,c,y,7.51,14.15,,,w,,,f,f,,d,e
a,9.51,s,t,p,t,d,c,p,8.45,13.81,,,p,,,t,f,,d,p
u,2.03,b,g,o,f,,c,n,6.47,3.29,,,n,,,f,f,,m,p
a,4.72,c,k,y,t,x,c,r,5.21,12.38,,,w,,,f,f,,g,p
a,5.22,f,d,o,f,d,d,b,5.1,12.22,,,w,,,f,f,,d,e
a,0.85,x,g,w,f,a,d,w,2.84,1.4,,,e,,,f,f,,l,p
u,4.46,x,t,o,f,a,c,y,6.0,7.2,,g,o,,,f,f,,g,p
a,3.2,f,s,w,f,d,d,w,3.43,5.81,,,w,,,f,f,,m,e
a,9.62,x,i,y,f,a,c,n,7.59,8.64,,i,n,,k,t,z,k,d,p
a,9.64,x,h,n,t,p,,n,8.06,17.78,,,n,,w,t,p,,d,e
w,6.16,o,t,o,f,,c,o,1.19,13.62,,,n,,,f,f,,d,p
a,6.54,f,,g,f,s,c,p,5.41,17.6,b,,u,,,f,f,,g,e
a,10.25,x,t,n,f,a,d,w,10.3,27.33,,,w,,,f,f,,d,p
a,4.46,f,y,n,f,s,,g,4.86,6.7,,,w,,,f,f,,d,e
u,9.71,s,t,p,t,d,c,p,9.33,15.43,,,p,,,t,f,,d,p
a,4.56,x,s,y,f,,c,y,7.82,7.11,,,y,u,w,t,z,k,d,p
u,5.0,x,,w,f,x,c,w,8.1,10.09,b,,w,,w,t,,,g,e
a,3.94,x,k,w,f,s,,p,4.15,3.28,,,n,,,f,f,p,g,p
a,10.4,f,,b,f,d,c,w,2.59,15.43,,,w,,,f,f,,d,e
a,15.13,x,e,n,t,e,,w,9.83,17.37,,,w,,,t,,,g,e
u,1.21,f,g,n,t,a,,w,5.57,0.98,,,n,,,f,f,,h,e
u,9.19,s,t,o,t,d,c,o,7.05,18.62,,,w,,,f,f,,d,e
a,6.06,f,,n,f,d,c,w,5.2,10.04,b,,n,,,f,f,,l,p
u,14.11,x,h,n,t,p,,e,9.35,28.09,c,,y,,,f,f,,d,p
a,0.84,b,g,g,f,,,g,2.82,1.32,,,w,,,f,f,,d,e
u,4.82,x,h,y,f,p,,y,5.65,14.37,,,y,,y,t,,,d,e
a,11.15,s,,w,t,d,c,p,6.2,25.33,,,w,,,f,f,,d,e
u,5.46,x,t,y,f,a,c,y,6.8,9.39,,g,o,,,f,f,,g,p
u,7.12,f,,y,f,x,c,n,5.66,8.74,,,w,,,f,f,,d,p
a,5.5,f,k,n,f,a,c,y,5.55,6.25,,i,n,,,t,,,d,p
a,1.37,x,g,y,f,d,d,n,1.89,2.51,,s,n,,,f,f,,d,p
w,3.19,x,h,p,f,a,c,e,3.94,6.24,,,e,,,f,f,,m,e
u,3.27,f,k,w,f,s,,p,4.04,3.26,,,n,,,f,f,p,g,p
w,8.44,s,s,o,f,d,d,o,7.65,13.28,,,w,,,f,f,,m,e
u,5.8,x,h,n,f,e,,w,12.89,12.3,,s,w,u,w,f,f,,d,e
a,8.77,x,i,n,t,e,,p,8.36,16.41,,y,w,,,t,l,,l,e
u,0.66,x,g,e,f,a,,p,4.05,0.97,,h,k,,,f,f,,d,p
u,8.07,x,i,y,f,a,c,n,7.75,8.28,,i,n,,k,t,z,k,g,p
a,3.21,x,t,n,f,s,c,n,5.77,7.64,,,w,,n,t,z,,d,p
a,4.54,x,y,g,f,s,,w,4.47,7.07,,,w,,,f,f,,d,e
a,4.29,b,h,n,f,,,n,9.79,5.57,,,w,,,t,,k,g,p
a,10.34,x,s,n,f,e,c,p,8.84,11.07,,i,n,,,f,f,p,d,e
u,9.95,x,t,n,t,p,,y,8.61,22.25,,,n,,,f,f,,d,e
a,10.64,s,t,n,t,d,c,n,5.71,14.33,,,n,,,f,f,,h,p
a,8.53,f,h,o,f,s,,n,9.96,13.19,,t,n,,,f,f,,d,e
u,11.95,x,t,n,t,p,,y,9.01,23.05,,,n,,,f,f,,d,e
a,4.17,s,,u,f,a,,w,4.58,7.82,,,y,,,f,f,,d,p
a,4.84,f,y,g,f,s,,g,4.31,7.02,,,w,,,f,f,,d,e
a,9.32,f,e,b,f,,c,b,5.38,19.02,,,w,,,t,f,,d,e
a,2.26,f,,u,f,a,c,w,4.32,3.47,,i,u,,,f,f,,p,p
u,21.29,p,y,w,f,,,w,28.42,20.19,s,,n,,,t,m,,m,e
a,6.13,x,i,e,f,e,,k,6.45,7.38,,,k,,,f,f,,g,p
a,8.29,x,,n,f,x,c,w,9.22,10.16,r,i,w,,,f,f,,h,p
a,1.61,x,g,n,f,d,d,n,2.19,2.51,,s,n,,,f,f,,d,p
u,3.18,x,d,w,f,d,d,w,3.87,2.59,,h,w,,,f,f,,g,p
a,5.92,s,d,n,t,d,c,w,6.88,9.85,,,e,,,f,f,,d,p
a,8.73,x,,g,f,a,,w,7.85,15.07,,,g,,,f,f,,g,e
u,3.56,o,,g,f,f,f,f,3.05,17.64,,g,n,,,f,f,,d,p
a,10.18,x,e,y,t,p,,o,9.5,28.67,,,u,,,f,f,,d,p
a,4.84,s,,y,f,a,c,w,5.02,12.53,,,w,,,f,f,,d,e
u,3.16,b,g,n,f,x,d,w,5.25,2.94,,,y,,,f,f,,g,e
a,3.68,x,,w,f,x,c,p,8.03,4.27,,,p,,,f,f,,l,p
a,5.71,x,y,g,f,s,,g,4.67,8.76,,,w,,,f,f,,d,e
u,6.02,x,t,g,f,a,d,n,6.35,4.3,,t,w,,,t,l,,d,e
a,9.33,x,s,n,f,s,,g,6.16,8.68,,y,n,,,f,f,,d,p
u,16.81,x,k,n,t,p,,o,9.05,29.59,c,,y,,,f,f,,d,p
a,6.75,f,s,n,f,x,c,w,7.15,10.48,,s,n,,,f,f,,l,e
a,8.93,s,t,o,t,d,c,o,4.51,17.0,,,w,,,f,f,,d,e
a,20.53,x,t,n,f,p,,y,15.33,82.5,,,n,,,f,f,,d,e
a,4.77,f,y,g,f,s,,g,4.98,7.73,,,w,,,f,f,,d,e
a,11.33,x,t,r,t,d,c,n,5.77,14.11,,,n,,,f,f,,h,p
a,8.51,s,,n,f,,,w,3.8,18.8,,,n,,,f,f,,d,e
a,10.97,f,,w,f,d,c,w,2.61,15.36,,,w,,,f,f,,d,e
a,7.8,f,h,e,f,x,,w,14.35,8.3,r,g,n,,,f,f,,d,p
a,5.62,x,i,o,f,e,,k,6.92,7.11,,,o,,,f,f,,m,p
u,8.69,f,,e,f,x,c,w,7.84,18.39,,s,w,,,f,f,,d,e
s,1.24,f,w,n,f,,d,k,4.89,2.59,,,w,,,f,f,,d,e
u,6.86,x,g,n,f,e,,w,8.04,16.3,,y,w,u,w,t,p,,d,p
w,10.41,f,,g,f,d,c,y,2.22,9.59,,,w,,,f,f,,d,e
u,10.21,s,t,p,t,d,c,p,8.98,16.08,,,p,,,t,f,,d,p
w,7.42,o,k,r,f,,c,o,1.61,15.06,,,n,,,f,f,,d,p
a,6.34,p,y,g,f,,,w,10.86,12.63,,s,w,,,t,z,,d,p
u,6.37,s,,y,f,a,c,w,5.99,17.75,,,g,,,f,f,,d,e
u,9.1,x,s,n,t,p,,n,7.11,17.13,,,n,,w,t,p,,d,e
w,5.22,x,h,n,f,a,d,y,5.31,5.62,,k,o,,,f,f,,d,e
a,1.93,c,t,y,f,,,y,7.31,3.11,,,y,,,f,f,,g,p
u,2.77,f,y,n,f,d,d,p,7.36,3.56,,i,n,,,f,f,,h,e
u,3.48,b,y,n,f,,c,w,5.71,4.41,s,s,w,,,f,f,,d,p
u,6.78,x,y,n,f,e,c,p,3.98,12.47,,,w,,,t,r,,w,e
a,7.17,f,,n,f,d,c,y,5.62,9.41,b,,n,,,f,f,,l,p
a,9.28,s,,r,t,d,,o,5.17,13.1,,,w,,,t,f,,d,p
u,3.63,b,y,p,f,e,c,n,3.82,3.47,,k,w,,,t,e,,d,p
u,4.05,b,y,p,f,e,c,n,4.14,3.42,,k,w,,,t,e,,m,p
a,9.79,o,,n,f,,,w,4.67,22.54,,,n,,,f,f,,d,e
u,6.83,s,d,e,t,d,c,y,5.68,9.76,,,n,,,f,f,,d,p
a,2.78,x,s,w,f,d,c,w,2.82,6.72,,,w,,,f,f,,g,p
a,15.5,s,s,n,f,d,c,y,6.2,33.37,,k,k,,,f,f,,d,p
u,16.94,p,d,o,f,p,,n,14.87,32.28,s,y,w,,,f,f,,d,e
a,5.69,b,t,w,f,e,c,w,10.87,10.11,,y,w,u,w,t,e,,d,p
s,5.17,x,h,n,f,x,c,w,5.79,5.98,,y,n,,,t,r,,d,e
a,11.65,f,e,n,f,d,c,w,7.62,24.0,s,,w,,,f,f,,l,e
u,5.03,s,d,y,f,d,c,y,3.66,6.5,,,y,,,f,f,,h,p
u,8.68,x,s,n,t,p,,n,8.36,17.07,,,n,,w,t,p,,d,e
u,16.02,p,d,o,f,p,,n,14.68,35.53,s,y,w,,,f,f,,d,e
a,6.14,x,s,n,f,s,,n,5.39,6.81,,y,n,,,f,f,,d,p
s,2.31,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,p
w,7.95,s,,g,f,s,c,b,8.33,21.17,,,b,,,f,f,,d,e
u,3.31,x,,b,f,,d,u,6.53,5.03,,,w,,,f,f,,d,e
a,8.36,f,t,e,f,x,,w,14.48,8.88,r,g,n,,,f,f,,d,p
s,4.95,c,,n,f,f,f,f,5.82,21.05,,,n,,,f,f,,l,e
u,7.55,x,,n,t,,,w,9.26,15.89,b,,w,u,w,t,g,,d,e
a,11.07,x,i,n,t,e,,p,9.15,17.64,,y,w,,,t,p,,l,e
u,4.17,s,w,y,f,f,f,f,4.21,10.88,,,y,,,f,f,,d,e
a,5.98,f,y,u,f,s,c,y,5.1,12.14,,y,u,,,f,f,,d,p
a,3.16,x,d,e,f,a,c,e,3.29,5.64,,,e,,,f,f,,g,e
a,7.17,f,w,p,f,s,c,p,4.47,9.21,,,p,,,f,f,,d,p
a,3.39,b,s,y,f,,c,y,7.99,7.79,,,y,u,w,t,z,k,d,p
a,7.54,x,h,e,f,x,d,w,5.91,17.42,b,,w,,,f,f,,d,p
a,5.05,c,i,y,f,,c,n,6.55,7.81,,,w,,,f,f,,d,p
a,1.93,c,,u,f,a,c,w,3.59,3.48,,i,u,,,f,f,,d,p
a,6.37,f,,n,f,d,c,w,5.22,9.7,b,,n,,,f,f,,l,p
u,4.38,x,y,n,f,e,c,n,3.15,10.95,,,w,,,t,l,,w,e
a,10.35,x,e,o,f,a,,y,10.62,25.12,r,,y,,,t,r,n,d,p
w,3.97,x,h,o,f,a,d,w,5.51,4.94,,k,n,,,f,f,,d,e
a,2.83,b,y,n,f,,c,g,5.37,4.46,s,s,w,,,f,f,,d,p
u,0.85,x,g,e,t,a,,p,4.96,1.02,,,n,,,f,f,,d,e
u,16.4,f,g,o,f,e,,w,17.92,17.83,s,y,w,u,w,t,g,,d,p
u,7.09,s,,r,t,d,,o,4.35,12.72,,,w,,,t,f,,d,p
a,4.25,x,k,n,f,p,,y,5.39,11.76,,,n,,,f,f,,d,e
a,8.74,f,h,n,f,x,,w,18.19,8.56,r,g,n,,,f,f,,d,p
a,2.95,s,d,w,f,d,d,p,3.57,2.7,,h,w,,,f,f,,g,p
a,7.67,o,e,n,f,,c,o,1.61,15.85,,,n,,,f,f,,d,p
a,3.13,x,s,w,f,d,d,w,3.13,5.75,,,w,,,f,f,,m,e
a,1.78,p,t,n,f,a,c,g,6.94,2.58,,t,y,,,t,e,,m,p
a,6.93,f,t,e,f,x,d,w,6.21,17.08,b,,w,,,f,f,,d,p
a,2.88,x,d,w,f,a,d,p,2.89,2.28,,h,w,,,f,f,,g,p
u,3.93,s,,u,f,a,,w,4.82,6.85,,,w,,,f,f,,d,p
a,11.02,x,h,n,t,p,,y,7.37,17.29,,,n,,w,t,p,,d,e
a,0.83,x,,o,f,d,,o,4.2,1.03,,,y,,,f,f,w,g,p
a,4.11,b,g,n,f,x,d,w,4.87,3.32,,,y,,,f,f,,g,e
w,4.55,b,h,n,f,,,n,10.43,6.04,,,w,,,t,,k,g,p
u,4.08,s,,n,t,d,c,p,5.82,4.79,,,e,,,f,f,,d,p
u,3.01,o,,k,f,f,f,f,3.55,12.79,,g,n,,,f,f,,d,p
u,8.43,x,t,n,f,p,d,y,6.28,11.67,,s,n,,,f,f,,g,e
a,0.81,x,g,n,f,a,,p,4.4,1.02,,h,k,,,f,f,,d,p
a,4.12,x,d,n,f,p,,y,5.09,11.11,,,n,,,f,f,,d,e
a,3.86,x,d,n,f,p,,e,5.11,9.76,,,y,,,f,f,,d,e
u,2.88,b,y,w,f,e,c,w,5.01,3.59,,k,w,,,t,e,,d,p
a,2.16,f,s,o,f,a,,o,2.59,5.13,,,y,,,f,f,,m,p
a,3.12,f,k,w,f,s,,p,3.32,2.59,,,n,,,f,f,p,g,p
a,5.97,f,,y,f,s,d,y,5.57,12.86,,i,y,,,f,f,,d,p
a,3.06,f,s,o,f,d,,y,2.91,5.3,,,y,,,f,f,,m,p
u,6.7,x,,w,f,e,,w,5.69,12.34,b,,w,u,y,t,g,,d,e
u,13.69,x,s,y,f,s,,p,7.73,17.59,,i,n,,,f,f,,d,p
a,3.7,f,g,n,f,a,d,g,5.74,3.67,,s,g,,,f,f,,d,e
a,8.01,f,s,n,f,s,c,w,6.47,10.32,b,i,n,,,f,f,,g,e
a,2.33,x,g,e,f,a,,w,6.57,2.37,,,w,,,f,f,,d,p
u,5.21,c,i,y,f,,c,n,6.68,7.65,,,w,,,f,f,,d,p
w,6.78,x,s,b,f,x,c,w,7.32,11.01,,s,n,,,f,f,,l,e
a,3.38,f,t,n,f,d,,o,5.46,5.87,,t,w,,,f,f,,d,e
a,3.71,o,,w,f,f,f,f,4.96,26.99,,g,w,,,t,f,,d,p
w,10.09,f,y,e,f,,,w,7.73,25.64,b,,n,,w,t,e,,d,e
u,4.12,f,k,n,f,s,,p,4.37,3.18,,,n,,,f,f,p,g,p
a,4.5,x,,n,f,x,c,w,6.2,3.89,,,w,,,f,f,,d,e
u,3.31,x,y,y,f,a,,w,5.46,3.53,,y,y,,,t,r,,h,p
a,9.31,x,y,n,t,e,,p,9.19,17.32,,y,w,,,t,p,,d,e
a,3.29,x,h,n,f,,c,k,5.52,6.44,,s,w,,w,f,f,k,d,e
a,2.15,c,t,n,f,,,y,7.75,3.19,,,y,,,f,f,,g,p
u,5.54,f,,e,f,x,c,w,4.76,14.47,,s,w,,,f,f,,d,e
u,2.65,f,y,n,f,d,d,p,6.12,3.43,,i,n,,,f,f,,h,e
u,6.55,x,y,n,f,e,c,n,4.49,12.12,,,w,,,t,l,,w,e
a,4.8,x,e,e,f,a,,n,6.72,9.11,,,n,,w,t,z,,d,p
a,6.94,f,t,y,f,x,c,y,4.54,14.64,,,y,,,f,f,,d,p
a,5.44,x,i,n,f,e,c,n,3.43,10.1,,,w,,,t,r,,w,e
a,4.1,f,,u,f,a,,w,4.37,5.91,,,y,,,f,f,,d,p
s,9.67,x,s,n,f,e,c,w,7.51,11.06,,i,n,,,f,f,p,d,e
u,1.23,c,g,e,t,a,,w,5.83,1.02,,,n,,,f,f,,h,e
u,5.91,x,y,n,f,e,c,w,4.55,9.36,,y,n,,,f,f,,d,e
u,3.3,b,y,n,f,,c,u,6.77,4.63,s,s,w,,,f,f,,d,p
a,1.87,x,g,y,f,d,d,n,2.65,2.82,,s,n,,,f,f,,h,p
a,2.77,b,,g,f,a,,k,8.08,2.44,,,n,,w,f,f,k,g,p
a,4.36,x,s,o,f,p,,n,6.09,10.7,,,e,,,f,f,,d,e
u,8.72,x,,g,f,a,,w,7.18,13.23,,,w,,,f,f,,d,e
a,5.19,x,,e,f,,c,w,3.61,13.31,,,y,,,f,f,,d,p
a,5.42,x,y,n,f,e,c,p,5.77,10.16,,y,n,,,f,f,,d,e
a,1.04,c,g,n,t,a,,w,5.31,0.96,,,n,,,f,f,,d,e
a,9.24,f,h,r,f,,c,w,11.33,15.8,,,w,u,w,t,g,,d,p
a,11.4,x,e,g,f,d,c,w,6.28,20.6,s,,w,,,f,f,,d,e
s,4.74,b,g,g,f,a,d,g,5.05,3.48,,s,g,,,f,f,,d,e
a,6.97,f,h,e,f,x,,w,12.89,6.2,r,g,n,,,f,f,,d,p
a,8.52,x,y,n,f,a,c,n,11.52,10.16,,y,n,,,t,,,d,p
u,8.62,x,e,y,f,a,,o,11.52,22.67,r,,y,,,t,r,n,d,p
u,2.74,x,y,n,f,a,,w,6.34,3.48,,y,y,,,t,r,,h,p
a,14.36,f,s,n,t,e,,g,11.03,18.27,s,,w,,,t,l,,m,e
u,6.57,f,,p,f,x,c,w,5.87,16.47,,s,w,,,f,f,,d,e
a,4.39,x,,r,f,d,,r,5.16,7.21,,,l,,,f,f,,l,e
u,3.05,b,y,n,f,,c,u,4.85,4.2,s,s,w,,,f,f,,d,p
w,7.43,f,w,p,f,s,c,p,4.07,9.45,,,p,,,f,f,,d,p
u,4.46,x,s,n,f,p,,n,6.02,13.2,,,n,,,f,f,,d,e
a,6.14,f,w,y,f,f,f,f,4.74,14.18,,,y,,,f,f,,d,e
u,4.81,s,,n,t,d,c,p,6.02,6.56,,,e,,,f,f,,d,p
a,12.67,p,y,w,f,,,w,23.7,19.77,s,,n,,,t,m,,m,e
