Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
25,0,2,8,5,38.48071421938867,44,88,95,2,0
32,0,1,9,1,37.378151771610035,75,63,10,1,0
50,0,2,4,4,32.493620009158946,0,23,0,1,1
34,1,4,5,2,18.98947066909648,20,88,24,2,1
23,0,2,0,4,21.29060461001358,82,15,41,2,1
32,0,3,10,4,49.52192744420487,20,51,51,2,0
43,1,2,15,3,6.6192966145762915,51,79,23,2,0
39,0,2,11,3,14.425245862641766,81,5,52,2,0
43,1,2,14,4,25.620087960216786,42,36,55,1,0
34,1,1,6,2,42.836484307189295,51,84,62,1,0
48,0,2,3,4,9.183783186486393,66,3,80,3,1
27,1,2,10,3,14.847730906230494,43,97,7,2,0
24,1,1,1,2,4.2899108897619485,31,91,58,1,1
48,0,2,4,4,36.29926330254092,9,37,44,2,1
34,1,2,11,5,12.910471773780806,63,40,26,2,1
